,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
12498,2013,1,15,1025.0,1030,-5.0,1300.0,1252,8.0,DL,2343,N767NC,EWR,ATL,131.0,746,10,30,2013-01-15 10:00:00,Delta Air Lines Inc.
12499,2013,1,15,1026.0,1030,-4.0,1340.0,1355,-15.0,AA,179,N395AA,JFK,SFO,351.0,2586,10,30,2013-01-15 10:00:00,American Airlines Inc.
12500,2013,1,15,1027.0,1031,-4.0,1425.0,1403,22.0,B6,641,N638JB,JFK,SFO,383.0,2586,10,31,2013-01-15 10:00:00,JetBlue Airways
12501,2013,1,15,1032.0,1040,-8.0,1140.0,1203,-23.0,EV,4240,N36915,EWR,BUF,53.0,282,10,40,2013-01-15 10:00:00,ExpressJet Airlines Inc.
12502,2013,1,15,1033.0,1025,8.0,1220.0,1231,-11.0,EV,5026,N708EV,EWR,DTW,87.0,488,10,25,2013-01-15 10:00:00,ExpressJet Airlines Inc.
12503,2013,1,15,1033.0,1006,27.0,1158.0,1121,37.0,EV,5711,N830AS,JFK,IAD,57.0,228,10,6,2013-01-15 10:00:00,ExpressJet Airlines Inc.
12504,2013,1,15,1033.0,1030,3.0,1355.0,1415,-20.0,VX,23,N844VA,JFK,SFO,361.0,2586,10,30,2013-01-15 10:00:00,Virgin America
12505,2013,1,15,1034.0,1039,-5.0,1323.0,1330,-7.0,B6,31,N584JB,JFK,MCO,138.0,944,10,39,2013-01-15 10:00:00,JetBlue Airways
12506,2013,1,15,1035.0,1045,-10.0,1251.0,1252,-1.0,DL,1573,N332NW,LGA,MEM,169.0,963,10,45,2013-01-15 10:00:00,Delta Air Lines Inc.
12507,2013,1,15,1039.0,1042,-3.0,1217.0,1206,11.0,EV,4222,N14543,EWR,MKE,143.0,725,10,42,2013-01-15 10:00:00,ExpressJet Airlines Inc.
12508,2013,1,15,1040.0,1050,-10.0,1234.0,1250,-16.0,MQ,4589,N530MQ,LGA,DTW,93.0,502,10,50,2013-01-15 10:00:00,Envoy Air
12509,2013,1,15,1041.0,1050,-9.0,1216.0,1227,-11.0,EV,4662,N14562,EWR,RDU,83.0,416,10,50,2013-01-15 10:00:00,ExpressJet Airlines Inc.
12510,2013,1,15,1041.0,1043,-2.0,1358.0,1340,18.0,UA,733,N671UA,EWR,IAH,237.0,1400,10,43,2013-01-15 10:00:00,United Air Lines Inc.
12511,2013,1,15,1047.0,1050,-3.0,1356.0,1405,-9.0,B6,373,N657JB,LGA,FLL,158.0,1076,10,50,2013-01-15 10:00:00,JetBlue Airways
12512,2013,1,15,1048.0,1055,-7.0,1352.0,1405,-13.0,AA,739,N3EJAA,LGA,DFW,214.0,1389,10,55,2013-01-15 10:00:00,American Airlines Inc.
12513,2013,1,15,1052.0,1100,-8.0,1151.0,1209,-18.0,US,2124,N947UW,LGA,BOS,30.0,184,11,0,2013-01-15 11:00:00,US Airways Inc.
12514,2013,1,15,1052.0,1056,-4.0,1145.0,1207,-22.0,UA,655,N401UA,EWR,BOS,32.0,200,10,56,2013-01-15 10:00:00,United Air Lines Inc.
12515,2013,1,15,1053.0,1100,-7.0,1342.0,1338,4.0,DL,1647,N623DL,LGA,ATL,128.0,762,11,0,2013-01-15 11:00:00,Delta Air Lines Inc.
12516,2013,1,15,1053.0,1052,1.0,1359.0,1414,-15.0,UA,952,N470UA,EWR,RSW,172.0,1068,10,52,2013-01-15 10:00:00,United Air Lines Inc.
12517,2013,1,15,1054.0,1100,-6.0,1401.0,1425,-24.0,UA,816,N508UA,JFK,SFO,343.0,2586,11,0,2013-01-15 11:00:00,United Air Lines Inc.
12518,2013,1,15,1055.0,1100,-5.0,1210.0,1214,-4.0,US,2171,N702UW,LGA,DCA,53.0,214,11,0,2013-01-15 11:00:00,US Airways Inc.
12519,2013,1,15,1055.0,1100,-5.0,1306.0,1300,6.0,WN,1873,N262WN,LGA,STL,161.0,888,11,0,2013-01-15 11:00:00,Southwest Airlines Co.
12520,2013,1,15,1055.0,1100,-5.0,1204.0,1215,-11.0,MQ,3792,N500MQ,JFK,DCA,55.0,213,11,0,2013-01-15 11:00:00,Envoy Air
12521,2013,1,15,1055.0,1100,-5.0,1429.0,1432,-3.0,UA,1120,N78285,EWR,SFO,371.0,2565,11,0,2013-01-15 11:00:00,United Air Lines Inc.
12522,2013,1,15,1059.0,1100,-1.0,1410.0,1424,-14.0,DL,2044,N934DL,LGA,MIA,157.0,1096,11,0,2013-01-15 11:00:00,Delta Air Lines Inc.
12523,2013,1,15,1100.0,1110,-10.0,1205.0,1221,-16.0,B6,24,N239JB,JFK,BTV,46.0,266,11,10,2013-01-15 11:00:00,JetBlue Airways
12524,2013,1,15,1103.0,1105,-2.0,1241.0,1245,-4.0,WN,542,N298WN,LGA,MDW,134.0,725,11,5,2013-01-15 11:00:00,Southwest Airlines Co.
12525,2013,1,15,1105.0,1115,-10.0,1231.0,1257,-26.0,EV,5273,N612QX,LGA,PIT,60.0,335,11,15,2013-01-15 11:00:00,ExpressJet Airlines Inc.
12526,2013,1,15,1106.0,1114,-8.0,1304.0,1315,-11.0,DL,1031,N347NB,LGA,DTW,97.0,502,11,14,2013-01-15 11:00:00,Delta Air Lines Inc.
12527,2013,1,15,1108.0,1100,8.0,1411.0,1420,-9.0,DL,1275,N3759,JFK,SLC,284.0,1990,11,0,2013-01-15 11:00:00,Delta Air Lines Inc.
12528,2013,1,15,1108.0,1115,-7.0,1313.0,1310,3.0,MQ,4485,N719MQ,LGA,CMH,100.0,479,11,15,2013-01-15 11:00:00,Envoy Air
12529,2013,1,15,1109.0,1115,-6.0,1411.0,1425,-14.0,AA,2099,N3HLAA,LGA,MIA,155.0,1096,11,15,2013-01-15 11:00:00,American Airlines Inc.
12530,2013,1,15,1109.0,1114,-5.0,1344.0,1341,3.0,UA,342,N561UA,LGA,DEN,239.0,1620,11,14,2013-01-15 11:00:00,United Air Lines Inc.
12531,2013,1,15,1116.0,1116,0.0,1403.0,1414,-11.0,UA,1143,N78524,EWR,PBI,148.0,1023,11,16,2013-01-15 11:00:00,United Air Lines Inc.
12532,2013,1,15,1117.0,1120,-3.0,1355.0,1336,19.0,EV,4298,N17159,EWR,MCI,200.0,1092,11,20,2013-01-15 11:00:00,ExpressJet Airlines Inc.
12533,2013,1,15,1118.0,1121,-3.0,1352.0,1347,5.0,UA,1495,N79279,EWR,DEN,248.0,1605,11,21,2013-01-15 11:00:00,United Air Lines Inc.
12534,2013,1,15,1121.0,1125,-4.0,1555.0,1620,-25.0,DL,315,N37700,JFK,SJU,192.0,1598,11,25,2013-01-15 11:00:00,Delta Air Lines Inc.
12535,2013,1,15,1122.0,1130,-8.0,1405.0,1430,-25.0,DL,695,N938DL,JFK,MCO,142.0,944,11,30,2013-01-15 11:00:00,Delta Air Lines Inc.
12536,2013,1,15,1122.0,1130,-8.0,1427.0,1445,-18.0,UA,703,N517UA,JFK,LAX,344.0,2475,11,30,2013-01-15 11:00:00,United Air Lines Inc.
12537,2013,1,15,1124.0,1125,-1.0,1311.0,1305,6.0,AA,327,N3AVAA,LGA,ORD,139.0,733,11,25,2013-01-15 11:00:00,American Airlines Inc.
12538,2013,1,15,1124.0,1125,-1.0,1424.0,1439,-15.0,B6,673,N715JB,JFK,LAX,339.0,2475,11,25,2013-01-15 11:00:00,JetBlue Airways
12539,2013,1,15,1126.0,1129,-3.0,1358.0,1419,-21.0,B6,523,N605JB,EWR,MCO,136.0,937,11,29,2013-01-15 11:00:00,JetBlue Airways
12540,2013,1,15,1126.0,1130,-4.0,1331.0,1334,-3.0,US,1625,N173US,LGA,CLT,105.0,544,11,30,2013-01-15 11:00:00,US Airways Inc.
12541,2013,1,15,1127.0,1134,-7.0,1344.0,1345,-1.0,DL,2219,N342NB,LGA,MSP,176.0,1020,11,34,2013-01-15 11:00:00,Delta Air Lines Inc.
12542,2013,1,15,1128.0,1140,-12.0,1429.0,1445,-16.0,AA,1623,N3GLAA,EWR,MIA,156.0,1085,11,40,2013-01-15 11:00:00,American Airlines Inc.
12543,2013,1,15,1128.0,1130,-2.0,1322.0,1315,7.0,WN,145,N607SW,EWR,STL,159.0,872,11,30,2013-01-15 11:00:00,Southwest Airlines Co.
12544,2013,1,15,1129.0,1129,0.0,1446.0,1438,8.0,B6,133,N534JB,JFK,RSW,174.0,1074,11,29,2013-01-15 11:00:00,JetBlue Airways
12545,2013,1,15,1130.0,1135,-5.0,1310.0,1330,-20.0,MQ,4553,N725MQ,LGA,CLE,83.0,419,11,35,2013-01-15 11:00:00,Envoy Air
12546,2013,1,15,1132.0,1145,-13.0,1306.0,1321,-15.0,FL,353,N930AT,LGA,CAK,73.0,397,11,45,2013-01-15 11:00:00,AirTran Airways Corporation
12547,2013,1,15,1134.0,1130,4.0,1419.0,1422,-3.0,UA,1230,N19117,EWR,MCO,146.0,937,11,30,2013-01-15 11:00:00,United Air Lines Inc.
12548,2013,1,15,1136.0,1140,-4.0,1424.0,1448,-24.0,DL,1174,N358NB,LGA,PBI,148.0,1035,11,40,2013-01-15 11:00:00,Delta Air Lines Inc.
12549,2013,1,15,1137.0,1144,-7.0,1235.0,1255,-20.0,EV,4264,N11539,EWR,BTV,42.0,266,11,44,2013-01-15 11:00:00,ExpressJet Airlines Inc.
12550,2013,1,15,1137.0,1140,-3.0,1446.0,1450,-4.0,DL,930,N323NB,LGA,FLL,169.0,1076,11,40,2013-01-15 11:00:00,Delta Air Lines Inc.
12551,2013,1,15,1138.0,1145,-7.0,1440.0,1454,-14.0,DL,1875,N908DE,LGA,TPA,159.0,1010,11,45,2013-01-15 11:00:00,Delta Air Lines Inc.
12552,2013,1,15,1138.0,1133,5.0,1322.0,1309,13.0,EV,4335,N27152,EWR,RDU,78.0,416,11,33,2013-01-15 11:00:00,ExpressJet Airlines Inc.
12553,2013,1,15,1141.0,1150,-9.0,1411.0,1345,26.0,MQ,4646,N537MQ,LGA,MSP,192.0,1020,11,50,2013-01-15 11:00:00,Envoy Air
12554,2013,1,15,1143.0,1145,-2.0,1408.0,1410,-2.0,DL,401,N301DQ,EWR,ATL,128.0,746,11,45,2013-01-15 11:00:00,Delta Air Lines Inc.
12555,2013,1,15,1144.0,1021,83.0,1448.0,1342,66.0,DL,1903,N991DL,LGA,SRQ,163.0,1047,10,21,2013-01-15 10:00:00,Delta Air Lines Inc.
12556,2013,1,15,1146.0,1200,-14.0,1238.0,1304,-26.0,B6,1174,N193JB,EWR,BOS,35.0,200,12,0,2013-01-15 12:00:00,JetBlue Airways
12557,2013,1,15,1149.0,1200,-11.0,1432.0,1432,0.0,EV,4090,N13978,EWR,JAX,135.0,820,12,0,2013-01-15 12:00:00,ExpressJet Airlines Inc.
12558,2013,1,15,1149.0,1155,-6.0,1457.0,1459,-2.0,B6,625,N334JB,JFK,HOU,232.0,1428,11,55,2013-01-15 11:00:00,JetBlue Airways
12559,2013,1,15,1149.0,1144,5.0,1434.0,1445,-11.0,UA,1707,N39297,EWR,TPA,149.0,997,11,44,2013-01-15 11:00:00,United Air Lines Inc.
12560,2013,1,15,1151.0,1155,-4.0,1246.0,1304,-18.0,9E,3483,N917XJ,JFK,BOS,31.0,187,11,55,2013-01-15 11:00:00,Endeavor Air Inc.
12561,2013,1,15,1152.0,1200,-8.0,1504.0,1510,-6.0,AA,3,N338AA,JFK,LAX,345.0,2475,12,0,2013-01-15 12:00:00,American Airlines Inc.
12562,2013,1,15,1154.0,1200,-6.0,1311.0,1315,-4.0,EV,4349,N14953,EWR,ORF,62.0,284,12,0,2013-01-15 12:00:00,ExpressJet Airlines Inc.
12563,2013,1,15,1154.0,1200,-6.0,1250.0,1305,-15.0,US,2126,N957UW,LGA,BOS,30.0,184,12,0,2013-01-15 12:00:00,US Airways Inc.
12564,2013,1,15,1154.0,1200,-6.0,1424.0,1430,-6.0,MQ,4658,N522MQ,LGA,ATL,125.0,762,12,0,2013-01-15 12:00:00,Envoy Air
12565,2013,1,15,1155.0,1200,-5.0,1309.0,1309,0.0,US,2173,N770UW,LGA,DCA,51.0,214,12,0,2013-01-15 12:00:00,US Airways Inc.
12566,2013,1,15,1156.0,1205,-9.0,1358.0,1345,13.0,MQ,4431,N730MQ,LGA,RDU,91.0,431,12,5,2013-01-15 12:00:00,Envoy Air
12567,2013,1,15,1156.0,1200,-4.0,1334.0,1330,4.0,MQ,4601,N528MQ,LGA,BNA,129.0,764,12,0,2013-01-15 12:00:00,Envoy Air
12568,2013,1,15,1157.0,1205,-8.0,1326.0,1325,1.0,WN,644,N291WN,EWR,MDW,130.0,711,12,5,2013-01-15 12:00:00,Southwest Airlines Co.
12569,2013,1,15,1158.0,1200,-2.0,1402.0,1400,2.0,US,1443,N751UW,JFK,CLT,105.0,541,12,0,2013-01-15 12:00:00,US Airways Inc.
12570,2013,1,15,1159.0,1200,-1.0,1446.0,1438,8.0,DL,1947,N698DL,LGA,ATL,133.0,762,12,0,2013-01-15 12:00:00,Delta Air Lines Inc.
12571,2013,1,15,1159.0,1200,-1.0,1509.0,1529,-20.0,DL,863,N707TW,JFK,LAX,342.0,2475,12,0,2013-01-15 12:00:00,Delta Air Lines Inc.
12572,2013,1,15,1201.0,1210,-9.0,1307.0,1310,-3.0,WN,477,N269WN,EWR,BWI,51.0,169,12,10,2013-01-15 12:00:00,Southwest Airlines Co.
12573,2013,1,15,1206.0,1215,-9.0,1317.0,1328,-11.0,EV,4087,N11191,EWR,PWM,49.0,284,12,15,2013-01-15 12:00:00,ExpressJet Airlines Inc.
12574,2013,1,15,1210.0,1221,-11.0,1413.0,1418,-5.0,EV,4640,N26549,EWR,DAY,107.0,533,12,21,2013-01-15 12:00:00,ExpressJet Airlines Inc.
12575,2013,1,15,1210.0,1212,-2.0,1606.0,1551,15.0,UA,1227,N57439,EWR,PHX,316.0,2133,12,12,2013-01-15 12:00:00,United Air Lines Inc.
12576,2013,1,15,1212.0,1220,-8.0,1354.0,1350,4.0,MQ,3697,N515MQ,EWR,ORD,146.0,719,12,20,2013-01-15 12:00:00,Envoy Air
12577,2013,1,15,1214.0,1220,-6.0,1530.0,1533,-3.0,B6,209,N585JB,JFK,LGB,359.0,2465,12,20,2013-01-15 12:00:00,JetBlue Airways
12578,2013,1,15,1215.0,1200,15.0,1334.0,1315,19.0,MQ,4425,N828MQ,JFK,DCA,60.0,213,12,0,2013-01-15 12:00:00,Envoy Air
12579,2013,1,15,1216.0,1221,-5.0,1532.0,1555,-23.0,UA,583,N836UA,EWR,SFO,355.0,2565,12,21,2013-01-15 12:00:00,United Air Lines Inc.
12580,2013,1,15,1218.0,1220,-2.0,1335.0,1343,-8.0,B6,66,N216JB,JFK,BUF,64.0,301,12,20,2013-01-15 12:00:00,JetBlue Airways
12581,2013,1,15,1220.0,1230,-10.0,1456.0,1459,-3.0,EV,3826,N16961,EWR,ATL,137.0,746,12,30,2013-01-15 12:00:00,ExpressJet Airlines Inc.
12582,2013,1,15,1227.0,1230,-3.0,1402.0,1405,-3.0,WN,283,N475WN,LGA,MKE,141.0,738,12,30,2013-01-15 12:00:00,Southwest Airlines Co.
12583,2013,1,15,1228.0,1235,-7.0,1407.0,1415,-8.0,MQ,4404,N835MQ,JFK,RDU,82.0,427,12,35,2013-01-15 12:00:00,Envoy Air
12584,2013,1,15,1232.0,1235,-3.0,1522.0,1535,-13.0,UA,1186,N76505,EWR,MIA,154.0,1085,12,35,2013-01-15 12:00:00,United Air Lines Inc.
12585,2013,1,15,1233.0,1240,-7.0,1431.0,1445,-14.0,DL,1131,N353NB,LGA,DTW,90.0,502,12,40,2013-01-15 12:00:00,Delta Air Lines Inc.
12586,2013,1,15,1236.0,1240,-4.0,1606.0,1540,26.0,AA,1853,N4YRAA,EWR,DFW,240.0,1372,12,40,2013-01-15 12:00:00,American Airlines Inc.
12587,2013,1,15,1240.0,1050,110.0,1505.0,1335,90.0,UA,368,N578UA,EWR,LAS,304.0,2227,10,50,2013-01-15 10:00:00,United Air Lines Inc.
12588,2013,1,15,1241.0,1245,-4.0,1550.0,1600,-10.0,AA,2253,N3HDAA,LGA,MIA,156.0,1096,12,45,2013-01-15 12:00:00,American Airlines Inc.
12589,2013,1,15,1242.0,1245,-3.0,1336.0,1350,-14.0,AA,1850,N3DUAA,JFK,BOS,31.0,187,12,45,2013-01-15 12:00:00,American Airlines Inc.
12590,2013,1,15,1243.0,1251,-8.0,1651.0,1604,47.0,UA,1502,N37253,LGA,IAH,253.0,1416,12,51,2013-01-15 12:00:00,United Air Lines Inc.
12591,2013,1,15,1245.0,1250,-5.0,1536.0,1550,-14.0,DL,1685,N376NW,LGA,MCO,142.0,950,12,50,2013-01-15 12:00:00,Delta Air Lines Inc.
12592,2013,1,15,1245.0,1300,-15.0,1459.0,1506,-7.0,9E,3762,N8965E,EWR,CVG,106.0,569,13,0,2013-01-15 13:00:00,Endeavor Air Inc.
12593,2013,1,15,1245.0,1240,5.0,1613.0,1555,18.0,AA,2041,N621AA,JFK,MIA,158.0,1089,12,40,2013-01-15 12:00:00,American Airlines Inc.
12594,2013,1,15,1246.0,1245,1.0,1604.0,1550,14.0,AA,745,N3FCAA,LGA,DFW,230.0,1389,12,45,2013-01-15 12:00:00,American Airlines Inc.
12595,2013,1,15,1246.0,1300,-14.0,1436.0,1450,-14.0,MQ,4426,N737MQ,LGA,CMH,92.0,479,13,0,2013-01-15 13:00:00,Envoy Air
12596,2013,1,15,1246.0,1253,-7.0,1535.0,1555,-20.0,UA,1641,N33262,EWR,MCO,149.0,937,12,53,2013-01-15 12:00:00,United Air Lines Inc.
12597,2013,1,15,1248.0,1250,-2.0,1337.0,1355,-18.0,B6,1006,N249JB,JFK,BOS,32.0,187,12,50,2013-01-15 12:00:00,JetBlue Airways
12598,2013,1,15,1249.0,1250,-1.0,1532.0,1520,12.0,WN,390,N455WN,LGA,DEN,257.0,1620,12,50,2013-01-15 12:00:00,Southwest Airlines Co.
12599,2013,1,15,1252.0,1300,-8.0,1557.0,1537,20.0,DL,781,N665DN,LGA,ATL,130.0,762,13,0,2013-01-15 13:00:00,Delta Air Lines Inc.
12600,2013,1,15,1253.0,1300,-7.0,1408.0,1406,2.0,US,2128,N965UW,LGA,BOS,33.0,184,13,0,2013-01-15 13:00:00,US Airways Inc.
12601,2013,1,15,1253.0,1300,-7.0,1418.0,1407,11.0,US,2175,N715UW,LGA,DCA,53.0,214,13,0,2013-01-15 13:00:00,US Airways Inc.
12602,2013,1,15,1253.0,1300,-7.0,1608.0,1610,-2.0,WN,2239,N242WN,EWR,HOU,237.0,1411,13,0,2013-01-15 13:00:00,Southwest Airlines Co.
12603,2013,1,15,1254.0,1300,-6.0,1441.0,1440,1.0,AA,329,N4XUAA,LGA,ORD,139.0,733,13,0,2013-01-15 13:00:00,American Airlines Inc.
12604,2013,1,15,1254.0,1259,-5.0,1505.0,1456,9.0,US,1459,N561UW,LGA,CLT,103.0,544,12,59,2013-01-15 12:00:00,US Airways Inc.
12605,2013,1,15,1255.0,1300,-5.0,1341.0,1406,-25.0,9E,3638,N8488D,JFK,PHL,27.0,94,13,0,2013-01-15 13:00:00,Endeavor Air Inc.
12606,2013,1,15,1256.0,1218,38.0,1454.0,1415,39.0,EV,4641,N16183,EWR,CLT,98.0,529,12,18,2013-01-15 12:00:00,ExpressJet Airlines Inc.
12607,2013,1,15,1256.0,1308,-12.0,1552.0,1542,10.0,FL,348,N929AT,LGA,ATL,134.0,762,13,8,2013-01-15 13:00:00,AirTran Airways Corporation
12608,2013,1,15,1256.0,1255,1.0,1605.0,1605,0.0,UA,1612,N13718,EWR,DFW,230.0,1372,12,55,2013-01-15 12:00:00,United Air Lines Inc.
12609,2013,1,15,1258.0,1259,-1.0,1548.0,1556,-8.0,B6,991,N274JB,JFK,PBI,148.0,1028,12,59,2013-01-15 12:00:00,JetBlue Airways
12610,2013,1,15,1300.0,1300,0.0,1438.0,1437,1.0,UA,1483,N12114,EWR,ORD,136.0,719,13,0,2013-01-15 13:00:00,United Air Lines Inc.
12611,2013,1,15,1301.0,1301,0.0,1407.0,1404,3.0,EV,4129,N13908,EWR,DCA,48.0,199,13,1,2013-01-15 13:00:00,ExpressJet Airlines Inc.
12612,2013,1,15,1304.0,1315,-11.0,1515.0,1520,-5.0,MQ,4564,N711MQ,LGA,DTW,97.0,502,13,15,2013-01-15 13:00:00,Envoy Air
12613,2013,1,15,1304.0,1200,64.0,1606.0,1459,67.0,UA,1461,N24706,EWR,IAH,222.0,1400,12,0,2013-01-15 12:00:00,United Air Lines Inc.
12614,2013,1,15,1309.0,1315,-6.0,1415.0,1431,-16.0,EV,4120,N16918,EWR,BUF,53.0,282,13,15,2013-01-15 13:00:00,ExpressJet Airlines Inc.
12615,2013,1,15,1311.0,1315,-4.0,1517.0,1504,13.0,US,1895,N113UW,EWR,CLT,111.0,529,13,15,2013-01-15 13:00:00,US Airways Inc.
12616,2013,1,15,1312.0,1245,27.0,1425.0,1406,19.0,EV,3263,N14179,EWR,RIC,56.0,277,12,45,2013-01-15 12:00:00,ExpressJet Airlines Inc.
12617,2013,1,15,1314.0,1322,-8.0,1632.0,1624,8.0,B6,431,N809JB,LGA,SRQ,165.0,1047,13,22,2013-01-15 13:00:00,JetBlue Airways
12618,2013,1,15,1315.0,1320,-5.0,1635.0,1650,-15.0,VX,411,N632VA,JFK,LAX,359.0,2475,13,20,2013-01-15 13:00:00,Virgin America
12619,2013,1,15,1315.0,1325,-10.0,1515.0,1505,10.0,MQ,4475,N739MQ,LGA,RDU,81.0,431,13,25,2013-01-15 13:00:00,Envoy Air
12620,2013,1,15,1316.0,1320,-4.0,1427.0,1436,-9.0,EV,4542,N29906,EWR,IAD,53.0,212,13,20,2013-01-15 13:00:00,ExpressJet Airlines Inc.
12621,2013,1,15,1316.0,1320,-4.0,1501.0,1508,-7.0,EV,4628,N23139,EWR,STL,145.0,872,13,20,2013-01-15 13:00:00,ExpressJet Airlines Inc.
12622,2013,1,15,1316.0,1250,26.0,1507.0,1449,18.0,EV,4893,N758EV,EWR,DTW,92.0,488,12,50,2013-01-15 12:00:00,ExpressJet Airlines Inc.
12623,2013,1,15,1317.0,1205,72.0,1710.0,1520,110.0,AA,743,N519AA,LGA,DFW,250.0,1389,12,5,2013-01-15 12:00:00,American Airlines Inc.
12624,2013,1,15,1319.0,1300,19.0,1606.0,1606,0.0,B6,85,N705JB,JFK,FLL,153.0,1069,13,0,2013-01-15 13:00:00,JetBlue Airways
12625,2013,1,15,1324.0,1330,-6.0,1605.0,1605,0.0,DL,2043,N704X,JFK,ATL,133.0,760,13,30,2013-01-15 13:00:00,Delta Air Lines Inc.
12626,2013,1,15,1325.0,1325,0.0,1749.0,1810,-21.0,B6,705,N706JB,JFK,SJU,190.0,1598,13,25,2013-01-15 13:00:00,JetBlue Airways
12627,2013,1,15,1326.0,1315,11.0,1403.0,1411,-8.0,EV,4368,N14916,EWR,BDL,22.0,116,13,15,2013-01-15 13:00:00,ExpressJet Airlines Inc.
12628,2013,1,15,1328.0,1310,18.0,1419.0,1419,0.0,UA,750,N843UA,EWR,BOS,33.0,200,13,10,2013-01-15 13:00:00,United Air Lines Inc.
12629,2013,1,15,1329.0,1329,0.0,1424.0,1431,-7.0,EV,4688,N15980,EWR,BWI,40.0,169,13,29,2013-01-15 13:00:00,ExpressJet Airlines Inc.
12630,2013,1,15,1329.0,1330,-1.0,1606.0,1617,-11.0,B6,525,N353JB,EWR,MCO,141.0,937,13,30,2013-01-15 13:00:00,JetBlue Airways
12631,2013,1,15,1332.0,1330,2.0,1707.0,1705,2.0,WN,1078,N265WN,EWR,PHX,319.0,2133,13,30,2013-01-15 13:00:00,Southwest Airlines Co.
12632,2013,1,15,1342.0,1345,-3.0,1658.0,1705,-7.0,AA,117,N324AA,JFK,LAX,354.0,2475,13,45,2013-01-15 13:00:00,American Airlines Inc.
12633,2013,1,15,1343.0,1345,-2.0,1623.0,1641,-18.0,B6,1783,N505JB,JFK,MCO,139.0,944,13,45,2013-01-15 13:00:00,JetBlue Airways
12634,2013,1,15,1345.0,1350,-5.0,1634.0,1629,5.0,DL,1705,N338NW,LGA,MSY,196.0,1183,13,50,2013-01-15 13:00:00,Delta Air Lines Inc.
12635,2013,1,15,1345.0,1350,-5.0,1710.0,1715,-5.0,US,688,N651AW,EWR,PHX,309.0,2133,13,50,2013-01-15 13:00:00,US Airways Inc.
12636,2013,1,15,1346.0,1350,-4.0,1612.0,1624,-12.0,B6,615,N283JB,JFK,JAX,127.0,828,13,50,2013-01-15 13:00:00,JetBlue Airways
12637,2013,1,15,1349.0,1357,-8.0,1540.0,1556,-16.0,EV,4370,N11189,EWR,CHS,99.0,628,13,57,2013-01-15 13:00:00,ExpressJet Airlines Inc.
12638,2013,1,15,1349.0,1345,4.0,1714.0,1649,25.0,UA,164,N12221,EWR,IAH,231.0,1400,13,45,2013-01-15 13:00:00,United Air Lines Inc.
12639,2013,1,15,1349.0,1350,-1.0,1615.0,1545,30.0,MQ,4577,N0EGMQ,LGA,CLT,116.0,544,13,50,2013-01-15 13:00:00,Envoy Air
12640,2013,1,15,1349.0,1350,-1.0,1641.0,1708,-27.0,UA,1164,N37287,EWR,FLL,156.0,1065,13,50,2013-01-15 13:00:00,United Air Lines Inc.
12641,2013,1,15,1350.0,1355,-5.0,1705.0,1708,-3.0,DL,2079,N312US,LGA,FLL,164.0,1076,13,55,2013-01-15 13:00:00,Delta Air Lines Inc.
12642,2013,1,15,1352.0,1400,-8.0,1503.0,1503,0.0,US,2130,N951UW,LGA,BOS,30.0,184,14,0,2013-01-15 14:00:00,US Airways Inc.
12643,2013,1,15,1354.0,1355,-1.0,1535.0,1530,5.0,WN,348,N205WN,LGA,MDW,133.0,725,13,55,2013-01-15 13:00:00,Southwest Airlines Co.
12644,2013,1,15,1355.0,1400,-5.0,1524.0,1509,15.0,US,2177,N766US,LGA,DCA,60.0,214,14,0,2013-01-15 14:00:00,US Airways Inc.
12645,2013,1,15,1359.0,1405,-6.0,1700.0,1705,-5.0,B6,63,N536JB,JFK,TPA,158.0,1005,14,5,2013-01-15 14:00:00,JetBlue Airways
12646,2013,1,15,1401.0,1400,1.0,1654.0,1636,18.0,DL,2247,N674DL,LGA,ATL,129.0,762,14,0,2013-01-15 14:00:00,Delta Air Lines Inc.
12647,2013,1,15,1402.0,1345,17.0,1721.0,1656,25.0,B6,83,N651JB,JFK,SEA,351.0,2422,13,45,2013-01-15 13:00:00,JetBlue Airways
12648,2013,1,15,1402.0,1410,-8.0,1602.0,1555,7.0,MQ,4491,N734MQ,LGA,CLE,82.0,419,14,10,2013-01-15 14:00:00,Envoy Air
12649,2013,1,15,1403.0,1357,6.0,1453.0,1507,-14.0,EV,4434,N13989,EWR,MHT,36.0,209,13,57,2013-01-15 13:00:00,ExpressJet Airlines Inc.
12650,2013,1,15,1404.0,1416,-12.0,1702.0,1650,12.0,FL,349,N995AT,LGA,ATL,137.0,762,14,16,2013-01-15 14:00:00,AirTran Airways Corporation
12651,2013,1,15,1405.0,1341,24.0,1948.0,1935,13.0,UA,15,N77066,EWR,HNL,613.0,4963,13,41,2013-01-15 13:00:00,United Air Lines Inc.
12652,2013,1,15,1407.0,1350,17.0,1552.0,1518,34.0,EV,4171,N12564,EWR,MSN,150.0,799,13,50,2013-01-15 13:00:00,ExpressJet Airlines Inc.
12653,2013,1,15,1408.0,1320,48.0,1712.0,1633,39.0,UA,1110,N17139,EWR,LAX,337.0,2454,13,20,2013-01-15 13:00:00,United Air Lines Inc.
12654,2013,1,15,1409.0,1415,-6.0,1615.0,1622,-7.0,EV,4687,N13949,EWR,CVG,107.0,569,14,15,2013-01-15 14:00:00,ExpressJet Airlines Inc.
